s,m3/s,m3/s,m3/s,m3/s,m/s,
Time,flow_in,flow_out,in_net,out_net,error,iter
 9.56445006635640E+000, 9.99999989148862E-001, 9.99999989148869E-001, 9.99999989148862E-001, 9.99999989148869E-001, 2.22044604925031E-016, 1.00000000000000E+000
 9.61282947707882E+000, 9.99999990149606E-001, 9.99999990149611E-001, 9.99999990149606E-001, 9.99999990149611E-001, 4.44089209850063E-016, 1.00000000000000E+000
 9.66120888780124E+000, 9.99999991058057E-001, 9.99999991058059E-001, 9.99999991058057E-001, 9.99999991058059E-001, 4.44089209850063E-016, 1.00000000000000E+000
 9.70958829852365E+000, 9.99999991882726E-001, 9.99999991882730E-001, 9.99999991882726E-001, 9.99999991882730E-001, 4.44089209850063E-016, 1.00000000000000E+000
 9.75796770924607E+000, 9.99999992631341E-001, 9.99999992631345E-001, 9.99999992631341E-001, 9.99999992631345E-001, 4.44089209850063E-016, 1.00000000000000E+000
 9.80634711996849E+000, 9.99999993310915E-001, 9.99999993310917E-001, 9.99999993310915E-001, 9.99999993310917E-001, 4.44089209850063E-016, 1.00000000000000E+000
 9.85956447176314E+000, 9.99999993927816E-001, 9.99999993927818E-001, 9.99999993927816E-001, 9.99999993927818E-001, 4.44089209850063E-016, 1.00000000000000E+000
 9.91278182355780E+000, 9.99999994540901E-001, 9.99999994540898E-001, 9.99999994540901E-001, 9.99999994540898E-001, 2.22044604925031E-016, 1.00000000000000E+000
 9.96599917535246E+000, 9.99999995092085E-001, 9.99999995092078E-001, 9.99999995092085E-001, 9.99999995092078E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.00192165271471E+001, 9.99999995587618E-001, 9.99999995587612E-001, 9.99999995587618E-001, 9.99999995587612E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.00724338789418E+001, 9.99999996033119E-001, 9.99999996033106E-001, 9.99999996033119E-001, 9.99999996033106E-001, 2.22044604925031E-016, 1.00000000000000E+000
 1.01256512307364E+001, 9.99999996433640E-001, 9.99999996433635E-001, 9.99999996433640E-001, 9.99999996433635E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.01788685825311E+001, 9.99999996793722E-001, 1.00012416944145E+000, 9.99999996793722E-001, 9.99999996793728E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.02320859343257E+001, 9.99999997117447E-001, 1.00077559550305E+000, 9.99999997117447E-001, 9.99999997117458E-001, 2.22044604925031E-016, 1.00000000000000E+000
 1.02853032861204E+001, 9.99999997408488E-001, 1.00119382534611E+000, 9.99999997408488E-001, 9.99999997408625E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.03385206379151E+001, 9.99999997670143E-001, 1.00131470812236E+000, 9.99999997670143E-001, 9.99999997670155E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.03917379897097E+001, 9.99999997905380E-001, 1.00109226065473E+000, 9.99999997905380E-001, 9.99999997905498E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.04449553415044E+001, 9.99999998116865E-001, 1.00045203288871E+000, 9.99999998116865E-001, 9.99999998116863E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.04981726932990E+001, 9.99999998306998E-001, 9.99999998306996E-001, 9.99999998306998E-001, 9.99999998306996E-001, 4.44089209850063E-016, 1.00000000000000E+000
 1.05513900450937E+001, 9.99999998477934E-001, 9.99999998477929E-001, 9.99999998477934E-001, 9.99999998477929E-001, 2.22044604925031E-016, 1.00000000000000E+000
