Time1,OH1,TMP1
0.03303335370197089,5.850622054820995e-08,1216.271720436109
0.03313251839178614,5.9326405053046535e-08,1216.4578334937405
0.03323168308160138,6.016436895278811e-08,1216.6467358833304
0.03333084777141663,6.102067310210621e-08,1216.8384917018298
0.033430012461231874,6.189590092657353e-08,1217.0331671593278
0.03352917715104712,6.279066436237465e-08,1217.2308306699315
0.033628341840862365,6.370559710357533e-08,1217.4315529474857
0.03372750653067761,6.464136078348703e-08,1217.6354071081055
0.033826671220492856,6.559864838940242e-08,1217.8424687775107
0.0339258359103081,6.657818129852085e-08,1218.0528162056105
0.03402500060012335,6.75807150176991e-08,1218.266530382744
0.0340985455350606,6.833955508409702e-08,1218.4272540666104
0.034172090469997855,6.911181358412978e-08,1218.5899109205816
0.03424563540493511,6.989783577716147e-08,1218.7545371554024
0.034319180339872364,7.069797867480551e-08,1218.9211699541474
0.03439272527480962,7.151261178201231e-08,1219.0898475075912
0.03446627020974687,7.234211769021774e-08,1219.2606090501622
0.03453981514468413,7.318689227429317e-08,1219.4334948969163
0.03461336007962138,7.404734540016652e-08,1219.6085464824973
0.034686905014558636,7.492390146880125e-08,1219.7858064022944
0.03476044994949589,7.581700014490059e-08,1219.9653184553467
0.034833994884433145,7.672709701270931e-08,1220.1471276889579
0.0349075398193704,7.765466433047167e-08,1220.331280445337
0.034981084754307654,7.860019174398694e-08,1220.5178244105803
0.03505462968924491,7.95641871116912e-08,1220.7068086660163
0.03512817462418216,8.05471773342328e-08,1220.8982837419246
0.03520171955911942,8.154970927716116e-08,1221.0923016737484
0.03527526449405667,8.257235069265605e-08,1221.2889160610446
0.03538955577427074,8.420287106514377e-08,1221.5997444943705
0.03550384705448481,8.588571125033031e-08,1221.9171927330653
0.03561813833469888,8.762333986084704e-08,1222.2414867249956
0.03573242961491295,8.941838110651051e-08,1222.5728635850505
0.03584672089512702,9.127362700235431e-08,1222.9115723306147
0.03596101217534109,9.319205092136626e-08,1223.2578746718755
0.03607530345555516,9.517682234440762e-08,1223.6120458651708
0.03618959473576923,9.723132330225578e-08,1223.9743756405846
0.0363038860159833,9.935916616248109e-08,1224.3451692114475
0.03641817729619737,1.0156421354813403e-07,1224.7247483719946
0.03653246857641144,1.0385060015291015e-07,1225.113452691527
0.03664675985662551,1.0622275645495595e-07,1225.5116408147474
0.03676105113683958,1.0868543648602789e-07,1225.9196918832463
0.03687534241705365,1.1124374619453399e-07,1226.338007090645
0.03698963369726772,1.1390317831414538e-07,1226.7670113840618
0.037103924977481786,1.1666964561245985e-07,1227.2071553320766
0.037218216257695856,1.195495283605224e-07,1227.6589171730127
0.03729901724963614,1.2165769060252384e-07,1227.985586715334
0.03735799067499022,1.2323579231331118e-07,1228.2279437611694
0.03741696410034429,1.2484836122739192e-07,1228.4737060354087
0.03747593752569837,1.2649650173425963e-07,1228.7229525027376
0.03753491095105244,1.2818136563709718e-07,1228.9757647744982
0.03759388437640652,1.299041577493366e-07,1229.2322272265603
0.037637112787564216,1.3119180419424163e-07,1229.4225869142108
0.03768034119872191,1.325010142365611e-07,1229.6149901026345
0.03772356960987961,1.3383231820139812e-07,1229.809473085423
0.03776679802103731,1.3518626262684141e-07,1230.006073085402
0.037810026432195006,1.3656341135725559e-07,1230.2048282868332
0.0378532548433527,1.3796434766480068e-07,1230.405777867672
0.03788528139857805,1.390179516540185e-07,1230.5560937748423
0.0379173079538034,1.4008519422276754e-07,1230.7076529166927
0.03794933450902875,1.4116633492638818e-07,1230.8604723465453
0.0379813610642541,1.4226163745542043e-07,1231.0145694544835
0.03801338761947945,1.4337137547878477e-07,1231.1699619760795
0.0380454141747048,1.4449582372677382e-07,1231.3266680016523
0.03807744072993015,1.456352734074521e-07,1231.4847059861625
0.0381094672851555,1.4679001068180818e-07,1231.6440947577937
